kappa,theta,sigma,rho,v0,r,T,k,price
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.1000000000000003,0.12925748057264574
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.1500000000000004,0.1060948610198667
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.2000000000000004,0.08587953519254166
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.2500000000000004,0.06855449224892235
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.3000000000000005,0.05397919133069806
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.3500000000000005,0.041942675237484905
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,0.8,0.35771140409176205
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,0.8500000000000001,0.3219769306368241
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,0.9000000000000001,0.2877123898470829
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,0.9500000000000002,0.25513316368512173
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.0000000000000002,0.22443939818089997
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.0500000000000003,0.19580575174871584
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.1000000000000003,0.1693720405954301
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.1500000000000004,0.14523563606770673
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.2000000000000004,0.12344634625464229
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.2500000000000004,0.10400428564893927
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.3000000000000005,0.08686092761689185
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.3500000000000005,0.07192318879824178
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,0.8,0.28674968966567327
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,0.8500000000000001,0.24725634628867899
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,0.9000000000000001,0.20994981234099352
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,0.9500000000000002,0.17528189219912904
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,1.0000000000000002,0.14367140023298786
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,1.0500000000000003,0.11546196754664684
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,1.1000000000000003,0.09088161487907781
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,1.1500000000000004,0.0700117931013135
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,1.2000000000000004,0.052773343022578356
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,1.2500000000000004,0.03893406819810774
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,1.3000000000000005,0.028137623040571158
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1,1.3500000000000005,0.01994778658150581
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,0.8,0.32424417679956397
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,0.8500000000000001,0.2869448577455954
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,0.9000000000000001,0.25142725772766994
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,0.9500000000000002,0.2179810436574231
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,1.0000000000000002,0.18687288006678726
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,1.0500000000000003,0.15832834270283114
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,1.1000000000000003,0.13251528768018428
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,1.1500000000000004,0.10953075825348269
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,1.2000000000000004,0.08939327763324167
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,1.2500000000000004,0.07204175541072738
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,1.3000000000000005,0.05734130185932601
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,1.5,1.3500000000000005,0.04509518083843406
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,0.8,0.3587479831409307
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,0.8500000000000001,0.3232881211934192
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,0.9000000000000001,0.28931969701889515
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,0.9500000000000002,0.2570464765461159
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,1.0000000000000002,0.22665482060393205
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,1.0500000000000003,0.19830450521809273
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,1.1000000000000003,0.17212065424375345
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,1.1500000000000004,0.14818748341787003
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,1.2000000000000004,0.12654441067488936
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,1.2500000000000004,0.1071848676377185
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,1.3000000000000005,0.09005787822859168
2.0,0.039999999999999994,0.30000000000000004,-0.5,0.07,0.1,2,1.3500000000000005,0.07507218994194176
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,0.8,0.2851978490397291
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,0.8500000000000001,0.2447373038586913
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,0.9000000000000001,0.2061842841222783
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,0.9500000000000002,0.17004741777925292
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,1.0000000000000002,0.13687168021104368
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,1.0500000000000003,0.10719179303851134
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,1.1000000000000003,0.08146203967142307
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,1.1500000000000004,0.05996968876083886
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,1.2000000000000004,0.042754570542619885
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,1.2500000000000004,0.029569957811449443
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,1.3000000000000005,0.019913805022458986
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1,1.3500000000000005,0.013127491240476158
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,0.8,0.3229201138535389
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,0.8500000000000001,0.2848362663734795
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,0.9000000000000001,0.24833295558334123
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,0.9500000000000002,0.21373041733290632
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,1.0000000000000002,0.1813576117639758
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,1.0500000000000003,0.15153215705752476
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,1.1000000000000003,0.12453480180609278
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,1.1500000000000004,0.10058060303921079
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,1.2000000000000004,0.07979100078722667
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,1.2500000000000004,0.06217267767069817
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,1.3000000000000005,0.04760936821264544
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,1.5,1.3500000000000005,0.03587067878834216
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,0.8,0.35774559022313146
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,0.8500000000000001,0.32166257308588175
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,0.9000000000000001,0.2869160958371352
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,0.9500000000000002,0.25372647597158515
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,1.0000000000000002,0.22231376345643805
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,1.0500000000000003,0.19288755021563309
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,1.1000000000000003,0.1656353647814951
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,1.1500000000000004,0.14071049555546145
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,1.2000000000000004,0.11822045138075321
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,1.2500000000000004,0.09821752786544952
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,1.3000000000000005,0.08069298095565547
2.0,0.039999999999999994,0.4,-0.5,0.05,0.1,2,1.3500000000000005,0.06557601513799527
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,0.8,0.28645480378512267
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,0.8500000000000001,0.24643518301561496
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,0.9000000000000001,0.20838334011189585
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,0.9500000000000002,0.17277606507978027
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,1.0000000000000002,0.1401085540844368
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,1.0500000000000003,0.11085086748177875
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,1.1000000000000003,0.08538813564824232
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,1.1500000000000004,0.06395218114461082
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,1.2000000000000004,0.04656216434583155
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,1.2500000000000004,0.03299838741808803
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,1.3000000000000005,0.022827640562446933
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1,1.3500000000000005,0.015477715441850864
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,0.8,0.32409669363908933
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,0.8500000000000001,0.2863522842062556
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,0.9000000000000001,0.25022467316017905
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,0.9500000000000002,0.2160174182743827
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,1.0000000000000002,0.1840360045655992
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,1.0500000000000003,0.1545690001888771
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,1.1000000000000003,0.1278653673008623
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,1.1500000000000004,0.1041101009168206
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,1.2000000000000004,0.08340178150318783
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,1.2500000000000004,0.0657366082820473
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,1.3000000000000005,0.051003324041569376
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,1.5,1.3500000000000005,0.0389916491131892
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,0.8,0.3587779680627088
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,0.8500000000000001,0.3229617425446699
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,0.9000000000000001,0.28850741901258115
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,0.9500000000000002,0.25562563355169554
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,1.0000000000000002,0.22452360035839225
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,1.0500000000000003,0.19539551511840547
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,1.1000000000000003,0.16841202945002065
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,1.1500000000000004,0.14370960550323686
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,1.2000000000000004,0.12138081318723559
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,1.2500000000000004,0.10146677411693528
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,1.3000000000000005,0.08395290490659696
2.0,0.039999999999999994,0.4,-0.5,0.060000000000000005,0.1,2,1.3500000000000005,0.06876881310644417
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,0.8,0.2877277104574273
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,0.8500000000000001,0.2481320064204925
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,0.9000000000000001,0.21055408483247084
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,0.9500000000000002,0.17543997007677703
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,1.0000000000000002,0.14323976064076116
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,1.0500000000000003,0.11436770879136648
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,1.1000000000000003,0.08915150379759973
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,1.1500000000000004,0.06777806960262717
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,1.2000000000000004,0.05024952551538675
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,1.2500000000000004,0.036366067294975435
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,1.3000000000000005,0.025747478899017157
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1,1.3500000000000005,0.01789103378750062
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,0.8,0.32528234022207403
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,0.8500000000000001,0.28786719830650753
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,0.9000000000000001,0.2521001760235204
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,0.9500000000000002,0.21826856931290284
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,1.0000000000000002,0.18665591869161569
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,1.0500000000000003,0.1575245160748261
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,1.1000000000000003,0.13109535072103995
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,1.1500000000000004,0.10752755616246679
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,1.2000000000000004,0.08690037686922875
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,1.2500000000000004,0.06920118532147329
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,1.3000000000000005,0.0543227031014098
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,1.5,1.3500000000000005,0.04207107564427043
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,0.8,0.3598174046568987
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,0.8500000000000001,0.3242617951943474
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,0.9000000000000001,0.2900906630955198
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,0.9500000000000002,0.2575051202825063
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,1.0000000000000002,0.22670014228866997
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,1.0500000000000003,0.19785560296920912
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,1.1000000000000003,0.17112677892074346
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,1.1500000000000004,0.14663507752682448
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,1.2000000000000004,0.1244599086198872
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,1.2500000000000004,0.10463267823377154
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,1.3000000000000005,0.0871337816469584
2.0,0.039999999999999994,0.4,-0.5,0.07,0.1,2,1.3500000000000005,0.07189318624656615
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,0.8,0.28355806124484506
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,0.8500000000000001,0.243727834582399
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,0.9000000000000001,0.20642091094264625
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,0.9500000000000002,0.17214411967636178
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,1.0000000000000002,0.14129437541415546
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,1.0500000000000003,0.11411765687541875
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,1.1000000000000003,0.09069136369546715
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,1.1500000000000004,0.0709302386361737
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,1.2000000000000004,0.05461117751511835
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,1.2500000000000004,0.04140959436507152
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,1.3000000000000005,0.030939639089380522
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1,1.3500000000000005,0.022791891140143627
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,0.8,0.3217809568803752
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,0.8500000000000001,0.28458133417688525
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,0.9000000000000001,0.24946345206090237
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,0.9500000000000002,0.2167235832670027
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,1.0000000000000002,0.18659160332160907
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,1.0500000000000003,0.15921780158028342
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,1.1000000000000003,0.13466821358374026
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,1.1500000000000004,0.11292770502524113
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,1.2000000000000004,0.09390913455179528
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,1.2500000000000004,0.07746651090478235
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,1.3000000000000005,0.063410065454026
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,1.5,1.3500000000000005,0.05152145530800112
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,0.8,0.35710797426139684
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,0.8500000000000001,0.3219845622603209
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,0.9000000000000001,0.2886086047863895
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,0.9500000000000002,0.25717739557857233
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,1.0000000000000002,0.22784422490056155
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,1.0500000000000003,0.20071314571186194
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,1.1000000000000003,0.1758377080233785
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,1.1500000000000004,0.153223086032112
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,1.2000000000000004,0.13283079929906288
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,1.2500000000000004,0.11458516199442015
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,1.3000000000000005,0.09838064317639494
2.0,0.049999999999999996,0.1,-0.5,0.05,0.1,2,1.3500000000000005,0.08408944319283057
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,0.8,0.28477849118429743
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,0.8500000000000001,0.24544433858421844
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,0.9000000000000001,0.208668468384695
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,0.9500000000000002,0.174905797462361
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,1.0000000000000002,0.14450040339122117
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,1.0500000000000003,0.11765443905496675
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,1.1000000000000003,0.09441759184678838
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,1.1500000000000004,0.07469593008834585
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,1.2000000000000004,0.05827552902916888
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,1.2500000000000004,0.04485465293830132
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,1.3000000000000005,0.03407834485511993
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1,1.3500000000000005,0.02557050664395838
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,0.8,0.322952793059076
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,0.8500000000000001,0.2861275539327013
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,0.9000000000000001,0.25140168849457123
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,0.9500000000000002,0.21904576155532984
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,1.0000000000000002,0.18926429342869822
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,1.0500000000000003,0.16218568994601623
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,1.1000000000000003,0.1378598045488032
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,1.1500000000000004,0.11626215214293689
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,1.2000000000000004,0.09730314267910428
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,1.2500000000000004,0.08084046436255776
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,1.3000000000000005,0.06669283511460444
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,1.5,1.3500000000000005,0.05465364022656877
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,0.8,0.3581518124504408
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,0.8500000000000001,0.3233184125088656
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,0.9000000000000001,0.2902445855778597
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,0.9500000000000002,0.25911298143173545
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,1.0000000000000002,0.23006256912179324
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,1.0500000000000003,0.2031846963100422
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,1.1000000000000003,0.17852275306204302
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,1.1500000000000004,0.15607482081794183
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,1.2000000000000004,0.13579853206153097
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,1.2500000000000004,0.11761734327971607
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,1.3000000000000005,0.10142749385335081
2.0,0.049999999999999996,0.1,-0.5,0.060000000000000005,0.1,2,1.3500000000000005,0.08710504806005276
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,0.8,0.28603168607560514
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,0.8500000000000001,0.24716984509962592
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,0.9000000000000001,0.21089019124940855
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,0.9500000000000002,0.1776013966017852
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,1.0000000000000002,0.14760224535960886
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,1.0500000000000003,0.12105837546989251
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,1.1000000000000003,0.09799697622502385
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,1.1500000000000004,0.0783175029191448
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,1.2000000000000004,0.06181404312047406
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,1.2500000000000004,0.048204039653713227
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,1.3000000000000005,0.03715840159864109
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1,1.3500000000000005,0.028329152776350452
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,0.8,0.32414266888737087
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,0.8500000000000001,0.2876776219351189
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,0.9000000000000001,0.253324704919099
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,0.9500000000000002,0.22133096692633714
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,1.0000000000000002,0.19187829316262173
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,1.0500000000000003,0.16507592169310226
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,1.1000000000000003,0.14095976934505583
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,1.1500000000000004,0.11949746492719426
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,1.2000000000000004,0.10059753044907888
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,1.2500000000000004,0.084121037909695
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,1.3000000000000005,0.06989421057138384
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,1.5,1.3500000000000005,0.057720731104595246
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,2,0.8,0.35920754182301684
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,2,0.8500000000000001,0.3246556072918848
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,2,0.9000000000000001,0.2918727437562765
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,2,0.9500000000000002,0.2610279336789485
2.0,0.049999999999999996,0.1,-0.5,0.07,0.1,2,1.0000000000000002,0.2322470124386118
